Judul,Instansi,Lembaga,LembagaDetail,Author,PreProcess
Kultur Tunas dan Penggunaan Kombinasi kadar 6-BA dan 2 4-D Untuk variasi Somaklonal Pada Bawang merah dan Bawang Wakegi,Universitas Gadjah Mada,PT,PT,ENDANG SULISTYANINGSIH,kultur tunas kombinasi -ba -d variasi somaklonal bawang merah bawang wakegi
Deteksi Penyakit Anaplasmosis pada Pasien Anjing di Klinik Hewan Jogja,Universitas Gadjah Mada,PT,PT,IDA TJAHAJATI,deteksi sakit anaplasmosis pasien anjing klinik hewan jogja
Perencanaan tata letak klinik menggunakan simulasi (Studi kasus klinik kanker di Amerika Serikat),Universitas Gadjah Mada,PT,PT,SINTA RAHMAWIDYA SULISTYO,rencana tata letak klinik simulasi studi klinik kanker amerika serikat
Analisis Nutrien Beras Hitam (Oryza sativa L) Berbagai Kultivar Indonesia,Universitas Gadjah Mada,PT,PT,RARASTOETI PRATIWI,analisis nutrien beras hitam oryza sativa kultivar indonesia
Pengembangan Skala Kepemilikan Psikologikal pada Konteks Budaya Indonesia,Universitas Gadjah Mada,PT,PT,TARSISIUS HANI HANDOKO,kembang skala milik psikologikal konteks budaya indonesia
"Pengaruh pelatihan simulasi tumbuh kembang balita terhadap pengetahuan, sikap, motivasi, dan ketrampilan kader posyandu dan orangtua di Kota Yogyakarta ",Universitas Gadjah Mada,PT,PT,AKHMADI,pengaruh latih simulasi tumbuh kembang balita sikap motivasi ketrampilan kader posyandu orangtua kota yogyakarta
Growth-Inhibitory Antibodies Are Not Necessary for Protective Immunity to Malaria Infection,Universitas Gadjah Mada,PT,PT,E ELSA HERDIANA MURHANDARWATI,growth-inhibitory antibodies arena not necessary untuk protective immunity to malaria infection
Aplikasi Geomorfometri untuk Pemetaan Geomorfologi Longsor Menggunakan Data Tanem-X Interferometri,Universitas Gadjah Mada,PT,PT,GURUH SAMODRA,aplikasi geomorfometri meta geomorfologi longsor data tanem-x interferometri
Mengefektifkan Peran Mahasiswa Peserta Pengajaran Mikro dalam Mensupervisi Pelaksanaan Pengajaran Mikro untuk Mempercepat Penguasaan Keterampilan Mengajar bagi Mahasiswa Program Studi Pendidikan Teknik Otomotif Fakultas Teknik UNY,Universitas Negeri Yogyakarta,PT,PT,SUKASWANTO,efektif peran mahasiswa ajar mikro supervisi laksana ajar mikro cepat kuasa terampil ajar mahasiswa program studi didik teknik otomotif fakultas teknik uny
Pengembangan dan Efektivitas Media Pembelajaran pada Mata Kuliah Konstruksi Bangunan dan Menggambar I (KBM I) dengan Metode Trans Dimensional Obyek Gambar (TDOG).,Universitas Negeri Yogyakarta,PT,PT,IKHWANUDDIN,kembang efektivitas media ajar kuliah konstruksi bangun gambar kbm metode trans dimensional obyek gambar tdog
STUDI EKSPERIMEN PENGGUNAAN VARIASI AGREGAT BANTAK (MERAPI) DAN MATERIAL LOKAL MENGGUNAKAN BITUMEN SHELL (SINGAPORE) PADA LALU LINTAS BERAT,Universitas Negeri Yogyakarta,PT,PT,ENDARYANTA,studi eksperimen variasi agregat bantak rapi material lokal bitumen shell singapore lintas berat
Variabilitas Kadar Air dan Berat Jenis Kayu Sonobrit,Institut Pertanian Intan,PT,PT,GUDIWIDAYANTO SAPTO PUTRO,variabilitas air berat jenis kayu sonobrit
Pelaksanaan Kesehatan Dan Keselamatan Kerja Perusahaan Perusahaan Swasta di Kabupaten Sleman,Universitas Janabadra,PT,PT,PARYADI,laksana sehat selamat usaha usaha swasta kabupaten sleman
Pengembangan Pariwisata Berbasis Budaya Berdasarkan Ketentuan UU No. 10 th 2009 di Kabupaten Sleman,Universitas Janabadra,PT,PT,TAKARIADINDA DIANA ETHIKA,kembang pariwisata bas budaya dasar uu no tahun kabupaten sleman
Perancangan Turbin Bertekanan Rendah untuk PLTP Berkapasitas 1 MWe,Universitas Gadjah Mada,PT,PT,KUSNANTO,ancang turbin tekan rendah pltp kapasitas mwe
Pemanfaatan Limbah Kulit Kacang Hijau Untuk Pembuatan Asap Cair.,Universitas Gadjah Mada,PT,PT,MAKHMUDUN AINURI,manfaat limbah kulit kacang hijau asap cair
Peningkatan Sanitasi untuk Keamanan Pangan Jasaboga Golongan A dengan Penerapan 5S/5R,Universitas Gadjah Mada,PT,PT,MUHAMMAD PRASETYA KURNIAWAN,tingkat sanitasi aman pangan jasaboga golong terap
Optimalisasi dan Karakterisasi Enzim Protease dari Buah Kaktus (Opunta spp) Sebagai Enzim Penggumpal Protein Susu Pengganti Rennet Hewani.,Universitas Gadjah Mada,PT,PT,RETNO INDRATI,optimalisasi karakterisasi enzim protease buah kaktus opunta spp enzim gumpal protein susu ganti rennet hewani
Upaya pengurangan Kekerasan tempe benguk (Mucuna Pruriens) Menggunakan Pemanasan Bertekanan (Presto),Universitas Gadjah Mada,PT,PT,RETNO INDRATI,upaya keras tempe benguk mucuna pruriens panas tekan presto
Isolasi Amylomyces untuk Pembuatan Tape Rendah Alkohol.,Universitas Gadjah Mada,PT,PT,RETNO INDRATI,isolasi amylomyces tape rendah alkohol
Kajian Sifat Bubuk Kecap yang Dibuat dengan Spray Drying,Universitas Gadjah Mada,PT,PT,SARDJONO,kaji sifat bubuk kecap spray drying
Pengaruh Proses PasteurisASI DAN Karbonasi terhadap Sifat Mikrobiologis dan Sensoris Minuman Fungsional Sari Tempe dengan Perisa Jambu Biji.,Universitas Gadjah Mada,PT,PT,SARDJONO,pengaruh proses pasteurisasi karbonasi sifat mikrobiologis sensoris minum fungsional sari tempe perisa jambu biji
Konversi Mikrobiologis Biomasa Pertanian menjadi Etanol dan Asam Laktat untuk Mendukung Kemandirian Energi dan Pelestarian Lingkungan,Universitas Gadjah Mada,PT,PT,SARDJONO,konversi mikrobiologis biomasa tani etanol asam laktat dukung mandiri energi lestari lingkung
Efek Proses Pengolahan Panas Terhadap Perubahan Komponen Gizi dan Fungsional Spirulina platensis Untuk Pengembangan Produk Pangan Fungsional dan membuat manuskrip untuk dikirimkan ke jurnal terakreditasi,Universitas Gadjah Mada,PT,PT,NURFITRI EKANTARI,efek proses olah panas ubah komponen gizi fungsional spirulina platensis kembang produk pangan fungsional manuskrip kirim jurnal akreditasi
Karakteristik Fisikokimia Tepung Kalsium Dari Limbah Tulang Ikan Lele,Universitas Gadjah Mada,PT,PT,NURFITRI EKANTARI,karakteristik fisikokimia tepung kalsium limbah tulang ikan lele
Pemanfaatan Nanokitosan Dalam Penanganan Udang Segar,Universitas Gadjah Mada,PT,PT,PRIHATI SIH NUGRAHENI,manfaat nanokitosan tangan udang segar
Pengaruh Tahapan Proses Pembuatan Cookies Spirulina platensis terhadap penurunan kadar beta karoten,Universitas Gadjah Mada,PT,PT,PRIHATI SIH NUGRAHENI,pengaruh tahap proses cookies spirulina platensis turun beta karoten
Kajian Teknis Proses Pengeringan Gabah Dalam Karung,Universitas Gadjah Mada,PT,PT,NURSIGIT BINTORO,kaji teknis proses ering gabah karung
Rekayasa dan Kajian Teknis Pengeringan Biji-bijian Secara Mekanis dengan Menggunakan Silo Berbahan Dasar Lokal.,Universitas Gadjah Mada,PT,PT,NURSIGIT BINTORO,rekayasa kaji teknis ering biji mekanis silo bahan dasar lokal
Analisa Pengaruh Suhu dan KEcepatan Udara pada Proses Pengeringan Parutan Kepala Menggunakan Fluidized Dryer,Universitas Gadjah Mada,PT,PT,JOKO NUGROHO WAHYU KARYADI,analisa pengaruh suhu cepat udara proses ering parut kepala fluidized dryer
Pengeringan Sukun Menggunakan Pneumatic Dryer dengan Horizontal Disintegrator,Universitas Gadjah Mada,PT,PT,JOKO NUGROHO WAHYU KARYADI,ering sukun pneumatic dryer horizontal disintegrator
MODIFIKASI MESIN PENGERING TIPE FLASH DENGAN PENAMBAHAN SPINNER PADA PEMBUATAN TEPUNG DARI BAHAN UMBIAN LOKAL,Universitas Gadjah Mada,PT,PT,JOKO NUGROHO WAHYU KARYADI,modifikasi mesin ering tipe flash spinner tepung bahan umbi lokal
Peningkatan Kapasitas Produksi Benih Hortikultura Sayuran dengan Penerapan Teknologi Mesin Pengering Tipe Bak Datar Desa Bangunharjo Kec. Sewon Kab. Bantul Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,PT,PT,JOKO NUGROHO WAHYU KARYADI,tingkat kapasitas produksi benih hortikultura sayur terap teknologi mesin ering tipe ibarat datar desa bangunharjo kec menang kab bantul daerah istimewa yogyakarta
Pengrajin Mocaf dan Tapioka di Kec. Paliyan Kab. Gunungkidul dan Kec. Mangungan Kab. Bantul Propinsi Daerah Istrimewa Yogyakarta (Pembinaan Pengrajin Mocaf dan Tapioka melalui peningkatan Kapasitas dan Pemasaran Produk),Universitas Gadjah Mada,PT,PT,JOKO NUGROHO WAHYU KARYADI,rajin mocaf tapioka kec paliyan kab gunungkidul kec mangungan kab bantul propinsi daerah istrimewa yogyakarta bina rajin mocaf tapioka tingkat kapasitas pasar produk
Efektifitas Face to Face Peer Group Diabetes Self Management Education Program (DSMEP) terhadap Kontrol Glikemik pada pasien DM Type II,Universitas Gadjah Mada,PT,PT,HARYADI,efektifitas wajah to wajah peer grup diabetes self manajemen education program dsmep kontrol glikemik pasien dm tipe ii
Kajian Terhadap Residu Sianida Residu Sulfit dan Warna Tepung Singkong yang Dihasilkan Dari Hancuran Singkong Pahit Kupas (Manihot esculenta Aipi) Varietas Aldira IV dengan Variasi Tngkat Penambahan Natrium Metabisulfit dan Lama Inkubasi.,Universitas Gadjah Mada,PT,PT,HARYADI,kaji residu sianida residu sulfit warna tepung singkong hasil hancur singkong pahit kupas manihot esculenta aipi varietas aldira iv variasi tngkat natrium metabisulfit inkubasi
Pengaruh Oksidasi Hancuran Singkong dengan Hidrogen Peroksida dan Irradiasi Sinar UV-A Terhadap Baking Expansion Tepung yang Dihasilkan,Universitas Gadjah Mada,PT,PT,HARYADI,pengaruh oksidasi hancur singkong hidrogen peroksida irradiasi sinar uv-a baking expansion tepung hasil
Penulisan Artikel Bagi Guru-Guru Kantor Kementrian Agama Kotamadya Yogyakarta,Universitas Negeri Yogyakarta,PT,PT,HARYADI,tulis artikel guru kantor tri agama kotamadya yogyakarta
analisa Pengaruh Laju Pengumpanan Pada proses Pengeringan Kelapa Parut Menggunakan Fluidized Dryer,Universitas Gadjah Mada,PT,PT,PENI SETYOWATI,analisa pengaruh laju umpan proses ering kelapa parut fluidized dryer
Analisis Kualitas Amplisia Kencur (Kaempferia Galanga L) pada empat Metode Pengeringan.,Universitas Gadjah Mada,PT,PT,SRI RAHAYOE,analisis kualitas amplisia kencur kaempferia galanga metode ering
Perbaikan Unjuk Kerja dan Analisis Ekonomi Mesin Pengolahan Gula Semut Serta Analisis Kualitas Produk,Universitas Gadjah Mada,PT,PT,SRI RAHAYOE,unjuk analisis ekonomi mesin olah gula semut analisis kualitas produk
Scale up proses dan peralatan pengentalan  dan kristalisasi dengan tekanan vakum untuk pembuatan gula semut empon-empon,Universitas Gadjah Mada,PT,PT,SRI RAHAYOE,scale up proses alat kental kristalisasi tekan vakum gula semut empon-empon
Perancangan hydrocooler untuk beet dan lobak,Universitas Gadjah Mada,PT,PT,SRI RAHAYOE,ancang hydrocooler beet lobak
Peran Imunomodulator Ekstrak Etanol Attuna racemosa terhadap Infeksi Methicilin Resistant Staphylococcus aureus (MRSA),Universitas Gadjah Mada,PT,PT,SITI ISRINA OKTAVIA SALASIA,peran imunomodulator ekstrak etanol attuna racemosa infeksi methicilin resistant staphylococcus aureus mrsa
Pengembangan Produk Fermentasi Berbasis Susu Menggunakan Isolat bBakteri Asam Laktat Indigenous,Universitas Gadjah Mada,PT,PT,MUHAMMAD NUR CAHYANTO,kembang produk fermentasi bas susu isolat bbakteri asam laktat indigenous
Pengembangan Potensi Pertanian dan Peternakan sebagai Strategi Peningkatan Mutu Kesejahteraan Hidup yang Berkelanjutan yang Mendukung Sektor Pariwisata di Desa Malaka Kecamatan Pemenang Kabupaten Lombok Utara Provinsi Nusa Tenggara Barat.,Universitas Gadjah Mada,PT,PT,MUHAMMAD NUR CAHYANTO,kembang potensi tani terna strategi tingkat mutu sejahtera hidup dukung sektor pariwisata desa malaka camat menang kabupaten lombok utara provinsi nusa tenggara barat
Perbaikan sifat fungsional protein bungkil nyamplung (Calophylum inophylum),Universitas Gadjah Mada,PT,PT,RINI YANTI,sifat fungsional protein bungkil nyamplung calophylum inophylum
Peningkatan kadar patchouli alkohol pada minyak nilam (pogostemnon cablin) melalui kombinasi distilasi dan adsorpsi menggunakan variasi ketinggian matriks silica-aminosilane,Universitas Gadjah Mada,PT,PT,CHUSNUL HIDAYAT,tingkat patchouli alkohol minyak nilam pogostemnon cablin kombinasi distilasi adsorpsi variasi tinggi matriks silica-aminosilane
Aplikasi Membrane Pervaporasi terhadap Peningkatan Mutu Minyak Nilam pada Berbagai Waktu Distilasi.,Universitas Gadjah Mada,PT,PT,CHUSNUL HIDAYAT,aplikasi membrane pervaporasi tingkat mutu minyak nilam waktu distilasi
Desain dan Sintesis Senyawa Antikanker Isoflavon   Daidzein  Genistein dan Turunannya Dari Minyak Daun Cengkeh   Serta Uji aktivitasnya Sebagai Imunomodulator Kemopreventif  Kanker,Universitas Gadjah Mada,PT,PT,SABIRIN MATSYEH,desain sintesis senyawa antikanker isoflavon daidzein genistein turun minyak daun cengkeh uji aktivitas imunomodulator kemopreventif kanker
Peningkatan Kapasitas Laboratorium Kimia Organik Untuk Mendukung Universitas Penelitian,Universitas Gadjah Mada,PT,PT,SABIRIN MATSYEH,tingkat kapasitas laboratorium kimia organik dukung universitas teliti
Uji aktivitas dan kloning MJ-C Ribosome- Inactivating Protein (RIP) asam dari Mirabilis jalapa L sebagai antikanker,Universitas Gadjah Mada,PT,PT,SISMINDARI,uji aktivitas kloning mj-c ribosome- inactivating protein rip asam mirabilis jalapa antikanker
Gliserolisis Asam Stearat,Universitas Gadjah Mada,PT,PT,SUPRIHASTUTI SRI RAHAYU,gliserolisis asam stearat
Pengembangan Instrumen Medik Universal Berbasis Sistem Cerdas untuk Akuisisi Visualisasi dan Analisa Sinyal Neuro Kardio Pulmonari,Universitas Gadjah Mada,PT,PT,THOMAS SRI WIDODO,kembang instrumen medik universal bas sistem cerdas akuisisi visualisasi analisa sinyal neuro kardio pulmonari
Isolasi Karakterisasi Enzim Protease dari Mikroorganisme untuk Diaplikasikan pada Industri Kulit yang Ramah Lingkungan,Universitas Gadjah Mada,PT,PT,AMBAR PERTIWININGRUM,isolasi karakterisasi enzim protease mikroorganisme aplikasi industri kulit ramah lingkung
Pengembangan Metode Pemurnian Minyak Atsiri Nilam (Patchouli Oil) dengan Distilasi Uap Rektifikasi,Universitas Gadjah Mada,PT,PT,YOSI BAYU MURTI,kembang metode murni minyak atsiri nilam patchouli oil distilasi uap rektifikasi
Rancang bangun aplikasi mobile berbasis media sosial dan natural user interface untuk mendukung kenyamanan pariwisata di yogyakarta,Universitas Gadjah Mada,PT,PT,RIDI FERDIANA,rancang bangun aplikasi mobile bas media sosial natural pengguna interface dukung nyaman pariwisata yogyakarta
Integrasi Cloud Storage Sebagai Repositori Learning Object untuk Pembelajaran Jarak Jauh,Universitas Gadjah Mada,PT,PT,RIDI FERDIANA,integrasi cloud storage repositori learning object ajar jarak
Reduksi Waste untuk Perbaikan Value Stream Perusahaan Menggunakan Pendekatan Lean Manufacturing di PT. Adi Satria Abadi Yogyakarta.,Universitas Gadjah Mada,PT,PT,PUJO SAROYO,reduksi waste value stream usaha lean manufacturing pt adi satria abadi yogyakarta
Pengembangan Produk dan Desain Kemasan Herbal Curcuma Candy Berdasarkan Karakteristik kebutuhan Konsumen.,Universitas Gadjah Mada,PT,PT,PUJO SAROYO,kembang produk desain kemas herbal curcuma candy dasar karakteristik butuh konsumen
The Evaluation of Skin Whitening Effect of 3% Alpinia Katsumadari Seed Extract Cream,Universitas Gadjah Mada,PT,PT,KRISTIANA ETNAWATI,the evaluation of skin whitening effect of alpinia katsumadari seed extract cream
Studi Evaluasi Komparatif Sistem Pengangkatan Air Tenaga Listrik  Desa Mangunan Kecamatan Dlingo Dengan Sistem Pengangkatan Air Tenaga Surya Desa Sumberarum Kecamatan Moyudan,Universitas Gadjah Mada,PT,PT,AHMAD AGUS SETIAWAN,studi evaluasi komparatif sistem angkat air tenaga listrik desa mangun camat dlingo sistem angkat air tenaga surya desa sumberarum camat moyudan
Pengembangan Metode Deteksi Cemaran Daging Tikus Dalam Bakso dengan Teknik Polymerase Chain Reaction (Pcr) Primerspdsifik,Universitas Gadjah Mada,PT,PT,TRI JOKO RAHARJO,kembang metode deteksi cemar daging tikus bakso teknik polymerase chain reaction pcr primerspdsifik
Deteksi Carrier Thalassemia Berdasarkan Morfologi Eritrosit,Universitas Gadjah Mada,PT,PT,NIKEN SATUTI NUR HANDAYANI,deteksi carrier thalassemia dasar morfologi eritrosit
STRENGTHENING THE NATIONAL POULTRY BREEDING INDUSTRY THROUGH PRODUCTION SUPERIOR LOCAL CHICKEN breeders GAMA,Universitas Gadjah Mada,PT,PT,ZULIYATI ROHMAH,strengthening the national poultry breeding industri through production superior local chicken breeders gama
Keanekaragaman Jenis Ikan di Sepanjang Sungai Tambakbayan Propinsi Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,PT,PT,TRIJOKO,keanekaragaman jenis ikan sungai tambakbayan propinsi daerah istimewa yogyakarta
Studi Farmakogenomik pada Alergi Obat: Determinasi Varian Genetik pada Gen terkait HLA pada Penderita Alergi Obat,Universitas Gadjah Mada,PT,PT,HARDYANTO SOEBONO,studi farmakogenomik alergi obat determinasi varian genetik gen kait hla derita alergi obat
Penentuan Kecepatan Pergerakan Sesar Opak Segmen SGY Dengan Pengamatan Data GPS (Determining Movement Velocity of Opak Fault in SGY Segment Using GPS Observation Data),Universitas Gadjah Mada,PT,PT,PARSENO,cepat gera sesar opak segmen sgy data gps determining movement velocity of opak fault in sgy segment using gps observation data
Karakteristik Laktasi Kambing Peranakan Etawah di Balai Besar Pembibitan Ternak Unggul dan Hijauan Pakan Ternak Baturraden Purwokerto,Universitas Gadjah Mada,PT,PT,ADIARTO,karakteristik laktasi kambing ana etawah balai bibit ternak unggul hijau pakan ternak baturraden purwokerto
Pengembangan Susu Fermentasi Probiotik Campuran Berbasis Susu Sapi Kambing  dan Kuda,Universitas Gadjah Mada,PT,PT,TRIDJOKO WISNU MURTI,kembang susu fermentasi probiotik campur bas susu sapi kambing kuda
Implementasi Sistem Verivikasi Legalitas Kayu pada Industri KAyu di Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,PT,PT,WIYONO,implementasi sistem verivikasi legalitas kayu industri kayu daerah istimewa yogyakarta
Studi Diversitas dan Produksi Untuk Konversi Sumber Benih Cendana (Santalum album Linn.) di Wanagama Gunungkidul,Universitas Gadjah Mada,PT,PT,YENI WIDYANA NURCHAHYANI RATNA,studi diversitas produksi konversi sumber benih cendana santalum album linn wanagama gunungkidul
Perubahan Patologi Otak Tikus dengan Injeksi Trimethyltin sebagai Model Penyakit Alzheimer,Universitas Gadjah Mada,PT,PT,YULI PURWANDARI KRISTIANINGRUM,ubah patologi otak tikus injeksi trimethyltin model sakit alzheimer
Kualitas Fisik Daging Sapi dan Residu Timbal dalam Hati Sapi yang dijual di Berbagai Tempat pemasaran di Yogyakarta,Universitas Gadjah Mada,PT,PT,DODDI YUDHABUNTARA,kualitas fisik daging sapi residu timbal hati sapi jual pasar yogyakarta
Peran Mikorisa dalam Pertumbuhan Cemara Udang yang ditanam dengan Jarak Tanam Berbeda di Kawasan Pesisir Lembupurwo Kebumen,Universitas Gadjah Mada,PT,PT,WINASTUTI DWI ATMANTO,peran mikorisa tumbuh cemara udang tanam jarak tanam beda kawasan pesisir lembupurwo kebumen
Perakitan Gama-dec sebagai pupuk bioaktif melalui uji formulasi inokulum alamai dan selektif,Universitas Gadjah Mada,PT,PT,CAHYONO AGUS DWI KORANTO,rakit gama-dec pupuk bioaktif uji formulasi inokulum alamai selektif
Pelarutan Kalsium Dari Batuan Kapur Oleh Mikroorganisme Yang Diisolasi dari Tanah di Hutan Pendidikan Wanagama 1,Universitas Gadjah Mada,PT,PT,HANDOJO HADI NURJANTO,larut kalsium batu kapur mikroorganisme isolasi tanah hutan didik wanagama
Perakitan Teknik Silvikultur Gaharu untuk Penguatan Ekosistem Hutan di Jawa (Tahap 1: Pemapanan Teknik Produksi Bibit Gaharu Berkualitas),Universitas Gadjah Mada,PT,PT,ENY FARIDAH,rakit teknik silvikultur gaharu kuat ekosistem hutan jawa tahap mapan teknik produksi bibit gaharu kualitas
Peningkatan Kapasitas Dan Kinerja Tri Dharma Pada Laboratorium FPTH Dalam Pengelolaan Produktivitas Lahan Hutan Secara Berkelanjutan,Universitas Gadjah Mada,PT,PT,HARYONO SUPRIYO,tingkat kapasitas tri dharma laboratorium fpth kelola produktivitas lahan hutan
Identifikasi Fertilitas Kambing Peranakan Ettawa Berdasarkan Mik Urea Nitrogen,Universitas Gadjah Mada,PT,PT,DIAH TRI WIDAYATI,identifikasi fertilitas kambing ana ettawa dasar mik urea nitrogen
